Unnamed: 0,cycle,type,ambient_temperature,time,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,datetime,datetime_
818,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.767937459194956,-2.01208603752232,28.932748936688014,-1.9982,2.849,526.625,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:32:56
819,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.7632293036403497,-2.0122939193277443,29.0704460950252,-1.9982,2.845,544.922,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:33:11
820,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.758511492029129,-2.0134659783611792,29.1845862659112,-1.9982,2.84,563.125,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:33:26
821,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.754213210075249,-2.013587960930042,29.292444107327626,-1.9982,2.835,581.406,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:33:41
822,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.7496292028995617,-2.0128470572358244,29.4027458081941,-1.9982,2.831,599.656,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:33:56
823,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.745168859636383,-2.0124262827670187,29.498965095148662,-1.9982,2.827,617.875,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:34:11
824,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.741005008761193,-2.012455650506209,29.593702926896327,-1.9982,2.823,636.047,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:34:26
825,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.736699828857414,-2.0133848004978523,29.681428273132017,-1.9982,2.819,654.422,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:34:41
826,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.73248270531015,-2.012628857345505,29.76670141542565,-1.9982,2.815,672.594,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:34:56
827,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.7283525544000353,-2.015505361933708,29.83908101440069,-1.9982,2.81,690.812,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:35:11
828,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.724533235478666,-2.011329657572897,29.910875731095437,-1.9982,2.807,708.937,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:35:26
829,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.7206510260877055,-2.0108790415318465,29.982244319075196,-1.9982,2.803,727.266,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:35:41
830,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.7164090082277776,-2.012996130285865,30.03264277840019,-1.9982,2.799,745.578,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:35:56
831,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.712791837839384,-2.01075794856787,30.094357850362577,-1.9982,2.795,763.797,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:36:11
832,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.7084276144367743,-2.0137012692563894,30.1385033025236,-1.9982,2.791,782.109,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:36:26
833,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.704791771654605,-2.011144436461852,30.18676402113827,-1.9982,2.787,800.484,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:36:41
834,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.700682577796298,-2.012174075768356,30.237829191847663,-1.9982,2.783,818.797,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:36:56
835,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6967577147701225,-2.01231592461865,30.280514742929128,-1.9982,2.779,837.016,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:37:11
836,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6930393322124,-2.0120123756511448,30.33483731398849,-1.9982,2.775,855.25,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:37:26
837,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.689176796697776,-2.0120803747271694,30.3862846045558,-1.9982,2.772,873.578,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:37:41
838,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.685214481541968,-2.010711081087841,30.422588674734524,-1.9982,2.768,891.812,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:37:56
839,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.681493741415728,-2.013344119617849,30.47429007075274,-1.9982,2.765,910.141,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:38:11
840,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6777922137897634,-2.0110307397305536,30.52163903632653,-1.9982,2.761,928.391,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:38:26
841,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.674061813182095,-2.0126836937029475,30.56564255984485,-1.9982,2.757,946.719,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:38:41
842,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6703017649960343,-2.0114412418104908,30.614342540274404,-1.9982,2.753,965.047,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:38:56
843,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.666733911530225,-2.0127904770485,30.65539856459504,-1.9982,2.749,983.391,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:39:11
844,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.662998049506258,-2.011569191758114,30.703512411809328,-1.9982,2.746,1001.766,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:39:26
845,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.659664386801439,-2.0126631912960185,30.75861687077348,-1.9982,2.743,1020.172,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:39:41
846,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6558941361243935,-2.0139053880760813,30.805908655557538,-1.9982,2.739,1038.594,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:39:56
847,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.652326513003176,-2.010715775544467,30.859714600620457,-1.9982,2.735,1056.922,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:40:11
848,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.648763482293651,-2.012021545570249,30.91010409185825,-1.9982,2.732,1075.203,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:40:26
849,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.645546859271647,-2.009214327441653,30.955158203441798,-1.9982,2.729,1093.687,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:40:41
850,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.642076254837322,-2.013709849652648,31.00631131316394,-1.9982,2.725,1112.0,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:40:56
851,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.638464063053352,-2.012817105537171,31.06151882732067,-1.9982,2.722,1130.328,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:41:11
852,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6350760693865416,-2.0140626569872078,31.121401494237123,-1.9984,2.719,1148.75,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:41:26
853,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6316648242502687,-2.011073764656804,31.162425809723157,-1.9982,2.715,1167.125,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:41:41
854,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.628578536468816,-2.010892908444055,31.224806538316223,-1.9982,2.712,1185.641,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:41:56
855,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.625012599283518,-2.012403944593161,31.27691155461776,-1.9982,2.709,1203.984,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:42:11
856,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.621582226811228,-2.0132359077233173,31.329021354767168,-1.9982,2.705,1222.406,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:42:26
857,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.618461251661822,-2.0141938465196407,31.377583838007816,-1.9982,2.702,1240.797,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:42:41
858,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.615067251937504,-2.012636675477008,31.439329349553734,-1.9984,2.699,1259.156,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:42:56
859,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.611881808758121,-2.012210319697456,31.49875419125704,-1.9982,2.696,1277.547,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:43:11
860,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.608578677267317,-2.011552238457628,31.554685554736025,-1.9984,2.693,1295.906,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:43:26
861,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6055349411099233,-2.0140642055357367,31.60394261572073,-1.9984,2.689,1314.297,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:43:41
862,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.6021858993564058,-2.0118993923590667,31.6581151604487,-1.9982,2.686,1332.687,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:43:56
863,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.598857145114916,-2.015418659421735,31.700917686184457,-1.9982,2.683,1351.203,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:44:11
864,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5957670937938047,-2.012749650022577,31.758563275374726,-1.9982,2.679,1369.687,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:44:26
865,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5930166635689296,-2.0138512952228385,31.81138302618969,-1.9984,2.677,1388.125,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:44:41
866,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.589710093997269,-2.0135540833621937,31.869243502981195,-1.9982,2.673,1406.578,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:44:56
867,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5866522032766084,-2.0163099096877253,31.91584617496636,-1.9984,2.671,1425.062,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:45:11
868,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.583442038235367,-2.0127709962440115,31.964417387723174,-1.9982,2.667,1443.609,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:45:26
869,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.580485344347141,-2.012822716309189,32.01315881764927,-1.9984,2.664,1462.047,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:45:41
870,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.577250478130265,-2.012519953474933,32.06671887324482,-1.9982,2.661,1480.547,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:45:56
871,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5743688339111253,-2.011585027857753,32.11931241437056,-1.9982,2.658,1499.031,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:46:11
872,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5712851276871667,-2.01622851328796,32.16182646107055,-1.9984,2.655,1517.672,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:46:26
873,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.568720665506147,-2.012227513512012,32.21984558129608,-1.9984,2.652,1536.109,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:46:41
874,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5655546732997907,-2.013824259805759,32.26525994564743,-1.9984,2.649,1554.781,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:46:56
875,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.562595408782016,-2.013887804659261,32.314372051414715,-1.9982,2.646,1573.281,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:47:11
876,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.559784470410582,-2.0108430845976044,32.370839882731325,-1.9982,2.643,1591.859,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:47:26
877,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.556893753831353,-2.010678198048069,32.41202452924694,-1.9984,2.64,1610.406,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:47:41
878,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.553973587540843,-2.013477429843029,32.44708743388991,-1.9984,2.638,1628.953,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:47:56
879,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.551197827421948,-2.013286566822403,32.50304552076205,-1.9982,2.635,1647.562,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:48:11
880,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.548515599577469,-2.011740383270553,32.553065051986884,-1.9982,2.632,1666.062,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:48:26
881,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5458058311007727,-2.0130222067974155,32.5989989552268,-1.9982,2.629,1684.656,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:48:41
882,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.543110721550116,-2.013411432030162,32.64351728885966,-1.9982,2.626,1703.219,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:48:56
883,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.540293557597872,-2.013698959876419,32.690300195578764,-1.9982,2.624,1721.891,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:49:11
884,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.537401005590436,-2.013064141778605,32.730074455102304,-1.9982,2.621,1740.437,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:49:26
885,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5351870427542216,-2.0110514146671736,32.779918655246846,-1.9982,2.618,1759.016,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:49:41
886,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5325089411636674,-2.012815244329944,32.82181469931217,-1.9982,2.616,1777.641,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:49:56
887,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5299033377316102,-2.0148401368014133,32.86578626864282,-1.9982,2.613,1796.328,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:50:11
888,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5275475345562626,-2.01296867524278,32.90915818545944,-1.9982,2.61,1815.047,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:50:26
889,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5250155059872195,-2.01375543740492,32.95555573054014,-1.9982,2.608,1833.75,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:50:41
890,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.5226033573884603,-2.0119977076121405,32.983756223362334,-1.9982,2.606,1852.391,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:50:56
891,2,discharge,24,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],3.520112779230148,-2.011265054968487,33.028157482792835,-1.9982,2.603,1871.078,1.8564874208181572,2008-04-02 15:25:41,2008-04-02 15:51:11
